Unnamed: 0,ID,emotion,text,tokens
1395,1395,disgust,someone  who was sitting very close to me  was smoknig in the compartment of an air conditioned mini bus ,"['someone', '', 'who', 'was', 'sitting', 'very', 'close', 'to', 'me', '', 'was', 'smoknig', 'in', 'the', 'compartment', 'of', 'an', 'air', 'conditioned', 'mini', 'bus', '']"
1396,1396,disgust,there is a girl at my work that doesn t take care much of her hygiene she comes always with her hair oiled  a not very agreable smell  and a bad appearance  beside this she tries to be nice ,"['there', 'is', 'a', 'girl', 'at', 'my', 'work', 'that', 'doesn', 't', 'take', 'care', 'much', 'of', 'her', 'hygiene', 'she', 'comes', 'always', 'with', 'her', 'hair', 'oiled', '', 'a', 'not', 'very', 'agreable', 'smell', '', 'and', 'a', 'bad', 'appearance', '', 'beside', 'this', 'she', 'tries', 'to', 'be', 'nice', '']"
1397,1397,shame,when i was little and didn t own up to placing a lolly on the varnish  this pulled it all off and i didn t admit my guilt ,"['when', 'i', 'was', 'little', 'and', 'didn', 't', 'own', 'up', 'to', 'placing', 'a', 'lolly', 'on', 'the', 'varnish', '', 'this', 'pulled', 'it', 'all', 'off', 'and', 'i', 'didn', 't', 'admit', 'my', 'guilt', '']"
1398,1398,guilt,once i was not able to give a relative  who was in a critical period  a helping hand   whenever i think about it i feel guilty  for letting down the person who trusted me to give him a helping hand ,"['once', 'i', 'was', 'not', 'able', 'to', 'give', 'a', 'relative', '', 'who', 'was', 'in', 'a', 'critical', 'period', '', 'a', 'helping', 'hand', '', '', 'whenever', 'i', 'think', 'about', 'it', 'i', 'feel', 'guilty', '', 'for', 'letting', 'down', 'the', 'person', 'who', 'trusted', 'me', 'to', 'give', 'him', 'a', 'helping', 'hand', '']"
1399,1399,guilt,before going to school i usually take something to eat right at school and this time i took father s money without him knowing it  i felt guilty and i returned the money ,"['before', 'going', 'to', 'school', 'i', 'usually', 'take', 'something', 'to', 'eat', 'right', 'at', 'school', 'and', 'this', 'time', 'i', 'took', 'father', 's', 'money', 'without', 'him', 'knowing', 'it', '', 'i', 'felt', 'guilty', 'and', 'i', 'returned', 'the', 'money', '']"
1400,1400,joy,when i was offered a high position of trust  which i later accepted ,"['when', 'i', 'was', 'offered', 'a', 'high', 'position', 'of', 'trust', '', 'which', 'i', 'later', 'accepted', '']"
1401,1401,guilt,when i think that i do not study enough   after the weekend i think that i should have been able to have accomplished something during that time ,"['when', 'i', 'think', 'that', 'i', 'do', 'not', 'study', 'enough', '', '', 'after', 'the', 'weekend', 'i', 'think', 'that', 'i', 'should', 'have', 'been', 'able', 'to', 'have', 'accomplished', 'something', 'during', 'that', 'time', '']"
1402,1402,disgust,i detested my father who was a drunkard   he would rave  threaten and blame my mother and me   he finally drove us away from home ,"['i', 'detested', 'my', 'father', 'who', 'was', 'a', 'drunkard', '', '', 'he', 'would', 'rave', '', 'threaten', 'and', 'blame', 'my', 'mother', 'and', 'me', '', '', 'he', 'finally', 'drove', 'us', 'away', 'from', 'home', '']"
1403,1403,disgust,  never experienced  ,"['', '', 'never', 'experienced', '', '']"
1404,1404,anger,recently when my sister  who is four years younger than me and very spoiled  shouted at my mother for no apparent reason    the heart broken expression on my mother s face made me feel very angry ,"['recently', 'when', 'my', 'sister', '', 'who', 'is', 'four', 'years', 'younger', 'than', 'me', 'and', 'very', 'spoiled', '', 'shouted', 'at', 'my', 'mother', 'for', 'no', 'apparent', 'reason', '', '', '', 'the', 'heart', 'broken', 'expression', 'on', 'my', 'mother', 's', 'face', 'made', 'me', 'feel', 'very', 'angry', '']"
1405,1405,fear,when i left a carnaval ball at 4 o clock a m  i was alone in a foreign city and i had to go back home  when a guy appeared and tried to  catch me  ,"['when', 'i', 'left', 'a', 'carnaval', 'ball', 'at', '4', 'o', 'clock', 'a', 'm', '', 'i', 'was', 'alone', 'in', 'a', 'foreign', 'city', 'and', 'i', 'had', 'to', 'go', 'back', 'home', '', 'when', 'a', 'guy', 'appeared', 'and', 'tried', 'to', '', 'catch', 'me', '', '']"
1406,1406,disgust,i broke an egg  with which there was something wrong  into a little cup  there was a thick white  wad  in it  i tried to take it out and throw it in the sink ,"['i', 'broke', 'an', 'egg', '', 'with', 'which', 'there', 'was', 'something', 'wrong', '', 'into', 'a', 'little', 'cup', '', 'there', 'was', 'a', 'thick', 'white', '', 'wad', '', 'in', 'it', '', 'i', 'tried', 'to', 'take', 'it', 'out', 'and', 'throw', 'it', 'in', 'the', 'sink', '']"
1407,1407,anger,it was quite recently  at the football match between the national teams of bulgaria and france  i felt strong anger with the scottish referee who ran the match quite partially ,"['it', 'was', 'quite', 'recently', '', 'at', 'the', 'football', 'match', 'between', 'the', 'national', 'teams', 'of', 'bulgaria', 'and', 'france', '', 'i', 'felt', 'strong', 'anger', 'with', 'the', 'scottish', 'referee', 'who', 'ran', 'the', 'match', 'quite', 'partially', '']"
1408,1408,fear,small car accident  black ice on the road   cars in front of us started zig zagging and so did we  car in front did a 180¦ turn we followed and ended up in a gully ,"['small', 'car', 'accident', '', 'black', 'ice', 'on', 'the', 'road', '', '', 'cars', 'in', 'front', 'of', 'us', 'started', 'zig', 'zagging', 'and', 'so', 'did', 'we', '', 'car', 'in', 'front', 'did', 'a', '180¦', 'turn', 'we', 'followed', 'and', 'ended', 'up', 'in', 'a', 'gully', '']"
1409,1409,disgust,when thieves broke into our house  i was disgusted by their behaviour   they did not find anything so they broke things like the windows  glasses etc ,"['when', 'thieves', 'broke', 'into', 'our', 'house', '', 'i', 'was', 'disgusted', 'by', 'their', 'behaviour', '', '', 'they', 'did', 'not', 'find', 'anything', 'so', 'they', 'broke', 'things', 'like', 'the', 'windows', '', 'glasses', 'etc', '']"
1410,1410,shame,there was a time when my room looked terribly untidy  just at that time my aunt came to see me  fortunately i could prevent her from entering the room ,"['there', 'was', 'a', 'time', 'when', 'my', 'room', 'looked', 'terribly', 'untidy', '', 'just', 'at', 'that', 'time', 'my', 'aunt', 'came', 'to', 'see', 'me', '', 'fortunately', 'i', 'could', 'prevent', 'her', 'from', 'entering', 'the', 'room', '']"
1411,1411,anger,i came out of the house at 7 20 am monday morning getting ready t go to school and fight for a parking when i saw my car had a flat tire ,"['i', 'came', 'out', 'of', 'the', 'house', 'at', '7', '20', 'am', 'monday', 'morning', 'getting', 'ready', 't', 'go', 'to', 'school', 'and', 'fight', 'for', 'a', 'parking', 'when', 'i', 'saw', 'my', 'car', 'had', 'a', 'flat', 'tire', '']"
1412,1412,disgust,with the n z  rugby union wanting to send the all blacks to south africa ,"['with', 'the', 'n', 'z', '', 'rugby', 'union', 'wanting', 'to', 'send', 'the', 'all', 'blacks', 'to', 'south', 'africa', '']"
1413,1413,sadness,when i came to know that a girl i was fond of already had a boyfriend ,"['when', 'i', 'came', 'to', 'know', 'that', 'a', 'girl', 'i', 'was', 'fond', 'of', 'already', 'had', 'a', 'boyfriend', '']"
1414,1414,joy,when i got myself the kind of girlfriend i had been hunting for a long time ,"['when', 'i', 'got', 'myself', 'the', 'kind', 'of', 'girlfriend', 'i', 'had', 'been', 'hunting', 'for', 'a', 'long', 'time', '']"
1415,1415,sadness,i couldn t be with a girl on whom i was very keen ,"['i', 'couldn', 't', 'be', 'with', 'a', 'girl', 'on', 'whom', 'i', 'was', 'very', 'keen', '']"
1416,1416,joy,new year s eve 1983 1984  i met my girlfriend   we stood on the steps outside her parents home and i kissed her for the first time ,"['new', 'year', 's', 'eve', '1983', '1984', '', 'i', 'met', 'my', 'girlfriend', '', '', 'we', 'stood', 'on', 'the', 'steps', 'outside', 'her', 'parents', 'home', 'and', 'i', 'kissed', 'her', 'for', 'the', 'first', 'time', '']"
1417,1417,sadness,at the beginning of the year i moved to a new city   i felt sad as i had to leave many friends and family members behind ,"['at', 'the', 'beginning', 'of', 'the', 'year', 'i', 'moved', 'to', 'a', 'new', 'city', '', '', 'i', 'felt', 'sad', 'as', 'i', 'had', 'to', 'leave', 'many', 'friends', 'and', 'family', 'members', 'behind', '']"
1418,1418,disgust,i saw a septic  smelling wound ,"['i', 'saw', 'a', 'septic', '', 'smelling', 'wound', '']"
1419,1419,joy,a person with whom i had been on bad terms  gave me a present  we became reconciled ,"['a', 'person', 'with', 'whom', 'i', 'had', 'been', 'on', 'bad', 'terms', '', 'gave', 'me', 'a', 'present', '', 'we', 'became', 'reconciled', '']"
1420,1420,disgust,i was disgusted when my brother was arrested because of stealing money ,"['i', 'was', 'disgusted', 'when', 'my', 'brother', 'was', 'arrested', 'because', 'of', 'stealing', 'money', '']"
1421,1421,shame,i was ashamed when i got the lowest result  mark  in class  all the same i didn t worry too much because i knew i would have got much better if i had read enough ,"['i', 'was', 'ashamed', 'when', 'i', 'got', 'the', 'lowest', 'result', '', 'mark', '', 'in', 'class', '', 'all', 'the', 'same', 'i', 'didn', 't', 'worry', 'too', 'much', 'because', 'i', 'knew', 'i', 'would', 'have', 'got', 'much', 'better', 'if', 'i', 'had', 'read', 'enough', '']"
1422,1422,sadness,the person whom i liked most left me for a friend of mine  after several months of mutual help and a profound knowledge of each other ,"['the', 'person', 'whom', 'i', 'liked', 'most', 'left', 'me', 'for', 'a', 'friend', 'of', 'mine', '', 'after', 'several', 'months', 'of', 'mutual', 'help', 'and', 'a', 'profound', 'knowledge', 'of', 'each', 'other', '']"
1423,1423,anger,there was a lot of irritation between me and a person who lives in the same house where i live  suddenly it became too much for me and i accused him of several things ,"['there', 'was', 'a', 'lot', 'of', 'irritation', 'between', 'me', 'and', 'a', 'person', 'who', 'lives', 'in', 'the', 'same', 'house', 'where', 'i', 'live', '', 'suddenly', 'it', 'became', 'too', 'much', 'for', 'me', 'and', 'i', 'accused', 'him', 'of', 'several', 'things', '']"
1424,1424,disgust,on a trip to santander a child sitting beside me fell ill and started to vomit  seeing this made me feel very bad ,"['on', 'a', 'trip', 'to', 'santander', 'a', 'child', 'sitting', 'beside', 'me', 'fell', 'ill', 'and', 'started', 'to', 'vomit', '', 'seeing', 'this', 'made', 'me', 'feel', 'very', 'bad', '']"
1425,1425,joy,yesterday when i received a b on a history midterm  i felt overjoyed after having received c s previously ,"['yesterday', 'when', 'i', 'received', 'a', 'b', 'on', 'a', 'history', 'midterm', '', 'i', 'felt', 'overjoyed', 'after', 'having', 'received', 'c', 's', 'previously', '']"
1426,1426,sadness,finding out about the university does not have enough foreign currency to buy the yournals in your reference list ,"['finding', 'out', 'about', 'the', 'university', 'does', 'not', 'have', 'enough', 'foreign', 'currency', 'to', 'buy', 'the', 'yournals', 'in', 'your', 'reference', 'list', '']"
1427,1427,disgust,a friend of mine remembered me when she needed me and did not even think about me when she did not need me ,"['a', 'friend', 'of', 'mine', 'remembered', 'me', 'when', 'she', 'needed', 'me', 'and', 'did', 'not', 'even', 'think', 'about', 'me', 'when', 'she', 'did', 'not', 'need', 'me', '']"
1428,1428,guilt,when once my mother asked me to do some work for her at home because she was busy and moreover this work was to be done by a man  but it remained undone ,"['when', 'once', 'my', 'mother', 'asked', 'me', 'to', 'do', 'some', 'work', 'for', 'her', 'at', 'home', 'because', 'she', 'was', 'busy', 'and', 'moreover', 'this', 'work', 'was', 'to', 'be', 'done', 'by', 'a', 'man', '', 'but', 'it', 'remained', 'undone', '']"
1429,1429,sadness,after my father s death ,"['after', 'my', 'father', 's', 'death', '']"
1430,1430,joy,when we took out an 84 year old woman for the evening and had hamburgers  she described the evening out as her happiest night out in 20 years ,"['when', 'we', 'took', 'out', 'an', '84', 'year', 'old', 'woman', 'for', 'the', 'evening', 'and', 'had', 'hamburgers', '', 'she', 'described', 'the', 'evening', 'out', 'as', 'her', 'happiest', 'night', 'out', 'in', '20', 'years', '']"
1431,1431,disgust,cueing in the students dining hall ,"['cueing', 'in', 'the', 'students', 'dining', 'hall', '']"
1432,1432,anger,the juniors in our dormitory at school started to complain and make a lot of noise about the duties assigned to them by the prefect who was my class mate and was very cool and dull ,"['the', 'juniors', 'in', 'our', 'dormitory', 'at', 'school', 'started', 'to', 'complain', 'and', 'make', 'a', 'lot', 'of', 'noise', 'about', 'the', 'duties', 'assigned', 'to', 'them', 'by', 'the', 'prefect', 'who', 'was', 'my', 'class', 'mate', 'and', 'was', 'very', 'cool', 'and', 'dull', '']"
1433,1433,shame,i came home from a party rather drunk  i said things i would never have said normally  next morning i was terribly ashamed about what i had said ,"['i', 'came', 'home', 'from', 'a', 'party', 'rather', 'drunk', '', 'i', 'said', 'things', 'i', 'would', 'never', 'have', 'said', 'normally', '', 'next', 'morning', 'i', 'was', 'terribly', 'ashamed', 'about', 'what', 'i', 'had', 'said', '']"
1434,1434,anger,when i was beaten up by thieves on behalf of some friends of mine as they thought that i had a lot of money and would not part with a few coins for their drinks ,"['when', 'i', 'was', 'beaten', 'up', 'by', 'thieves', 'on', 'behalf', 'of', 'some', 'friends', 'of', 'mine', 'as', 'they', 'thought', 'that', 'i', 'had', 'a', 'lot', 'of', 'money', 'and', 'would', 'not', 'part', 'with', 'a', 'few', 'coins', 'for', 'their', 'drinks', '']"
1435,1435,guilt,when i broke something and a friend of mine was blamed ,"['when', 'i', 'broke', 'something', 'and', 'a', 'friend', 'of', 'mine', 'was', 'blamed', '']"
1436,1436,shame,talking about a person s unattractiveness  not realizing that the person was listening ,"['talking', 'about', 'a', 'person', 's', 'unattractiveness', '', 'not', 'realizing', 'that', 'the', 'person', 'was', 'listening', '']"
1437,1437,anger,my younger brother and i had been fighting over the tv video  he kept on turning it on and off every 2 seconds and was not listening to my authority and was being cheeky  we fought and i ended up in tears   he d won ,"['my', 'younger', 'brother', 'and', 'i', 'had', 'been', 'fighting', 'over', 'the', 'tv', 'video', '', 'he', 'kept', 'on', 'turning', 'it', 'on', 'and', 'off', 'every', '2', 'seconds', 'and', 'was', 'not', 'listening', 'to', 'my', 'authority', 'and', 'was', 'being', 'cheeky', '', 'we', 'fought', 'and', 'i', 'ended', 'up', 'in', 'tears', '', '', 'he', 'd', 'won', '']"
1438,1438,anger,i was annoyed when a person higher up asked me why a particular job was not done  it was not my job to do it   ,"['i', 'was', 'annoyed', 'when', 'a', 'person', 'higher', 'up', 'asked', 'me', 'why', 'a', 'particular', 'job', 'was', 'not', 'done', '', 'it', 'was', 'not', 'my', 'job', 'to', 'do', 'it', '', '', '']"
1439,1439,anger,being sexually assulted on a bus ,"['being', 'sexually', 'assulted', 'on', 'a', 'bus', '']"
